Gene,logFC,adj.P.Val,Contrast,Gene_limpo,ENTREZID,Regulation
TBP,1.8570621401234497,6.852263757883913e-10,MB_vs_Glial,TBP,6908,Up
SET,2.135474596947553,7.098795426615952e-10,MB_vs_Glial,SET,6418,Up
SNRPE,1.5919825270857935,7.220303416997592e-10,MB_vs_Glial,SNRPE,6635,Up
TONSL,2.228442753125636,7.428459988281247e-10,MB_vs_Glial,TONSL,4796,Up
EXOSC10,1.635810451518985,7.753599241022099e-10,MB_vs_Glial,EXOSC10,5394,Up
NUDT1,2.175140003569183,7.768454202824969e-10,MB_vs_Glial,NUDT1,4521,Up
METTL16,1.5328518125523303,7.913558537741492e-10,MB_vs_Glial,METTL16,79066,Up
EXOSC3,1.8159657873329067,7.989027498517797e-10,MB_vs_Glial,EXOSC3,51010,Up
HNRNPH1,2.1204848023765983,8.079860458429448e-10,MB_vs_Glial,HNRNPH1,3187,Up
SMARCE1,1.7453841246814967,8.218915015577604e-10,MB_vs_Glial,SMARCE1,6605,Up
ZNF787,2.127055967799535,8.34471384586805e-10,MB_vs_Glial,ZNF787,126208,Up
SAE1,2.0245241690526754,8.579622442075261e-10,MB_vs_Glial,SAE1,10055,Up
CEP170,2.49911809235185,8.608286678038286e-10,MB_vs_Glial,CEP170,9859,Up
XRCC6,1.6185137478206855,9.381178297389458e-10,MB_vs_Glial,XRCC6,2547,Up
KIFC1,2.9659555856659594,9.508117822084298e-10,MB_vs_Glial,KIFC1,3833,Up
POLR2A,1.3893588923734548,9.799380300526508e-10,MB_vs_Glial,POLR2A,5430,Up
QRICH1,1.29156248899222,9.843392609551375e-10,MB_vs_Glial,QRICH1,54870,Up
DHX15,1.7694474857555136,9.877328373264459e-10,MB_vs_Glial,DHX15,1665,Up
DNMT1,2.0450908434494615,1.0676675378767187e-9,MB_vs_Glial,DNMT1,1786,Up
